COVERED CALL WRITES: CASH

Column Headings:
  Symb:    underlying symbol
  Stk:     closing price of underlying
  Opt:     option base symbol
  StrkMn   strike (numeric) and Month (alpha) of written option
  Call:    bid price of call being sold
  RIUC:    Raw Return, if unchanged, cash
  ARIUC:   Annualized Return, if unchanged, cash
  RIEC:    Raw Return, if exercised, cash
  ARIEC:   Annualized Return, if exercised, cash
  DBEC:    Downside breakeven point, cash
  UBEC:    UPSIDE breakeven point, cash
            i.e., the point above which stock outperforms covered write
  %DBE:    Percent distance from Stk price down to DBEC
  %UBE:    Percent distance from Stk price UP to UBEC
  PrDBE:   Prob. of CLOSING above DBE at expiration
  PrRIE:   Prob. of CLOSING above Striking Price at expiration
            i.e., Prob. of stock being called away
  PrUBE:   Prob. of CLOSING above UBE at expiration
  ERTN:    Raw EXPECTED Return, cash
  AERTNC:  Annualized EXPECTED Return, cash
  Invt:    Investment for cash covered write
  IVF:     Implied Volatility Factor
           = 100*(IV this option/avg IV for this stock - 1)
           => large positive numbers are most expensive options
NOTE: all returns and investment assume 5 cent commission on stock & option

  While we endeavor to make our data reliable, errors are always possible.
  Therefore, make sure you check the actual price of the option with a price
    quotation system or with your broker before actually entering an order.
  If the returns from the covered write look "too good," be suspicous.
  It is likely, in that case, that some data is in error.
  McMillan Analysis Corp. is not responsible for errors in this data,
    nor is it liable for losses incurred due to errors in this report.
  Accuracy and completeness are not guaranteed.

Symb     Stk    Opt  StrkMn   Call   RIUC  ARIUC   RIEC  ARIEC   DBEC   UBEC  %DBE  %UBE PrDBE PrRIE PrUBE    ERTN  AERTNC   Invt    IVF  iv%
V       265.24  Jun  235     37.65    3.2    7.4    3.2    7.4 227.69 272.50  0.14  0.03    86    80    43     1.8     4.3 227.69    57/   26
V       265.24  Apr  240     29.85    1.9    7.4    1.9    7.4 235.49 269.70  0.11  0.02    86    82    44     1.0     3.7 235.49    51/   26
HELE    117.40  Jan'25 85    41.20   11.3   11.3   11.3   11.3  76.30 126.05  0.35  0.07    86    79    43     7.6     7.6  76.30    14/   11
Symb     Stk    Opt  StrkMn   Call   RIUC  ARIUC   RIEC  ARIEC   DBEC   UBEC  %DBE  %UBE PrDBE PrRIE PrUBE    ERTN  AERTNC   Invt    IVF  iv%
HASI     24.44  Jun  17.5     7.80    4.2    9.9    4.2    9.9  16.74  25.15  0.32  0.03    86    83    47     1.6     3.8  16.74    20/   75
COST    681.49  Jun  620     83.20    3.6    8.4    3.6    8.4 598.39 703.05  0.12  0.03    86    79    40     2.4     5.5 598.39    43/    5
OXY      56.62  Jun  47.5    10.60    2.9    6.7    2.9    6.7  46.12  57.95  0.19  0.02    86    82    45     1.4     3.2  46.12    35/   10
BGNE    173.25  May  130     48.00    3.7   11.0    3.7   11.0 125.35 177.85  0.28  0.03    86    84    46     1.6     4.9 125.35    33/   34
BG       94.80  Feb  87.5     8.30    1.0   11.6    1.0   11.6  86.60  95.65  0.09  0.01    86    83    46     0.3     3.9  86.60    47/   23
PANW    332.05  Jun  270     76.40    5.6   12.9    5.6   12.9 255.75 346.25  0.23  0.04    86    80    43     3.3     7.6 255.75    42/   34
PANW    332.05  Apr  280     60.60    3.1   12.0    3.1   12.0 271.55 340.45  0.18  0.03    86    82    45     1.5     5.9 271.55    33/   34
COST    681.49  May  625     71.45    2.4    7.3    2.4    7.3 610.14 696.30  0.10  0.02    86    80    42     1.4     4.2 610.14    32/    5
SPXL    103.06  Feb  94      10.80    1.7   20.3    1.7   20.3  92.36 104.65  0.10  0.02    86    81    44     0.8     9.9  92.36    33/    3
ORLY    990.25  Jun  850    167.10    3.2    7.5    3.2    7.5 823.251016.95  0.17  0.03    86    82    44     1.9     4.3 823.25    48/   44
ORLY    990.25  Feb  920     78.10    0.8    9.9    0.8    9.9 912.25 997.95  0.08  0.01    86    84    46     0.3     3.6 912.25    40/   44
FMC      57.04  Feb  50       7.90    1.4   17.0    1.4   17.0  49.24  57.75  0.14  0.01    86    83    46     0.4     5.0  49.24    30/  100
ORLY    990.25  Aug  840    187.10    4.6    7.8    4.6    7.8 803.251026.95  0.19  0.04    86    80    43     2.7     4.7 803.25    53/   44
HCA     280.82  Jan'25 215   80.60    7.3    7.3    7.3    7.3 200.32 295.45  0.29  0.05    86    80    44     4.5     4.5 200.32    48/   45
HCA     280.82  Jan'26 195  106.60   11.8    5.9   11.8    5.9 174.32 301.45  0.38  0.07    86    80    44     7.7     3.8 174.32    47/   45
HCA     280.82  Dec'25 195  105.70   11.3    5.8   11.3    5.8 175.22 300.55  0.38  0.07    86    80    44     7.3     3.8 175.22    46/   45
BHP      61.52  Feb  57.5     4.70    0.9   11.0    0.9   11.0  56.92  62.05  0.07  0.01    86    83    45     0.4     4.2  56.92    27/   11
SPXL    103.06  Feb+ 96       8.10    0.9   20.1    0.9   20.1  95.06 103.95  0.08  0.01    86    82    46     0.3     6.9  95.06    30/    3
SHOP     81.32  Feb+ 70      13.10    2.4   22.9    2.4   22.9  68.32  82.95  0.16  0.02    86    83    45     1.1    10.9  68.32    41/   23
SPXL    103.06  Apr  88      18.30    3.6   14.1    3.6   14.1  84.86 106.15  0.18  0.03    86    81    43     2.1     8.1  84.86    42/    3
FND     103.78  Apr  85      21.60    3.2   12.6    3.2   12.6  82.28 106.45  0.21  0.03    86    82    45     1.5     5.8  82.28    24/   33
BDX     235.00  Jun  205     35.30    2.6    6.0    2.6    6.0 199.80 240.15  0.15  0.02    86    82    44     1.3     3.1 199.80    41/   42
PATH     22.09  Jan'25 15     8.80   11.7   11.6   11.7   11.6  13.39  23.65  0.39  0.07    86    79    44     7.3     7.2  13.39    28/    2
GWW     840.55  Apr  740    114.40    1.9    7.3    1.9    7.3 726.25 854.25  0.14  0.02    86    83    45     0.8     3.2 726.25    26/   40
Symb     Stk    Opt  StrkMn   Call   RIUC  ARIUC   RIEC  ARIEC   DBEC   UBEC  %DBE  %UBE PrDBE PrRIE PrUBE    ERTN  AERTNC   Invt    IVF  iv%
GWW     840.55  Jul  710    155.10    3.6    7.0    3.6    7.0 685.55 864.95  0.18  0.03    86    81    44     1.9     3.8 685.55    34/   40
GWW     840.55  Feb  780     68.00    0.9   11.1    0.9   11.1 772.65 847.85  0.08  0.01    86    83    46     0.4     4.2 772.65    31/   40
SHOP     81.32  Mar+ 69      14.25    2.6   21.5    2.6   21.5  67.17  83.10  0.17  0.02    86    83    45     1.3    10.6  67.17    39/   23
PANW    332.05  Mar+ 295     43.95    2.3   19.0    2.3   19.0 288.20 338.80  0.13  0.02    86    82    44     1.2    10.1 288.20    44/   34
FND     103.78  Jun  80      27.80    5.1   11.8    5.1   11.8  76.08 107.65  0.27  0.04    86    82    45     2.9     6.7  76.08    40/   33
PANW    332.05  Mar  290     49.10    2.4   15.1    2.4   15.1 283.05 338.95  0.15  0.02    86    82    45     1.2     7.3 283.05    36/   34
FND     103.78  Nov  75      35.60    9.8   11.7    9.8   11.7  68.28 110.45  0.34  0.06    86    80    44     6.1     7.3  68.28    41/   33
COST    681.49  Mar  640     51.90    1.6   10.1    1.6   10.1 629.69 691.75  0.08  0.02    86    81    42     1.0     6.0 629.69    32/    5
H       126.94  Jan'25 95    39.30    8.2    8.2    8.2    8.2  87.74 134.15  0.31  0.06    86    80    44     5.2     5.1  87.74    44/   13
BDX     235.00  Mar  215     22.80    1.2    7.7    1.2    7.7 212.30 237.65  0.10  0.01    86    83    45     0.5     3.3 212.30    37/   42
COST    681.49  Feb+ 645     41.65    0.8    7.5    0.8    7.5 639.94 686.50  0.06  0.01    86    83    45     0.3     3.1 639.94    13/    5
H       126.94  Aug  100     31.60    4.7    8.1    4.7    8.1  95.44 131.45  0.25  0.04    86    82    45     2.7     4.6  95.44    36/   13
ORLY    990.25  Nov  820    220.10    6.5    7.7    6.5    7.7 770.251039.95  0.22  0.05    86    79    42     4.1     4.9 770.25    57/   44
BIDU    104.50  Jun  80      27.95    4.3   10.0    4.3   10.0  76.65 107.80  0.27  0.03    86    82    46     2.0     4.7  76.65    27/   16
FIX     202.22  Nov  150     60.50    5.7    6.9    5.7    6.9 141.82 210.35  0.30  0.04    86    82    45     3.2     3.9 141.82    31/   22
ONTO    147.54  Jun  110     42.40    4.5   10.4    4.5   10.4 105.24 152.25  0.29  0.03    86    83    46     2.2     5.0 105.24    27/   30
TNA      33.56  Jul  22      12.75    5.0    9.8    5.0    9.8  20.91  34.60  0.38  0.03    86    83    47     1.9     3.7  20.91    24/   21
APPF    175.19  Dec  120     64.20    8.0    8.6    8.0    8.6 111.09 184.05  0.37  0.05    86    81    45     4.6     5.0 111.09    27/   36
ARKK     46.76  Jun  37      11.40    4.2    9.8    4.2    9.8  35.46  48.25  0.24  0.03    86    82    45     2.1     4.9  35.46    23/   25
ARKK     46.76  May  38      10.20    3.5   10.5    3.5   10.5  36.66  48.05  0.22  0.03    86    82    45     1.7     5.0  36.66    20/   25
SKX      62.87  Aug  47.5    17.70    4.8    8.3    4.8    8.3  45.27  65.05  0.28  0.03    86    82    46     2.4     4.1  45.27    42/   38
HCA     280.82  Mar  250     35.20    1.7   10.6    1.7   10.6 245.72 285.05  0.12  0.02    86    82    45     0.7     4.4 245.72    30/   45
SLB      48.30  Jun  40       9.75    3.4    7.8    3.4    7.8  38.65  49.60  0.20  0.03    86    82    45     1.7     3.9  38.65    20/    3
OMC      88.44  Feb  82.5     6.80    0.9   10.2    0.9   10.2  81.74  89.15  0.08  0.01    86    83    46     0.3     3.7  81.74    35/   34
Symb     Stk    Opt  StrkMn   Call   RIUC  ARIUC   RIEC  ARIEC   DBEC   UBEC  %DBE  %UBE PrDBE PrRIE PrUBE    ERTN  AERTNC   Invt    IVF  iv%
AMBA     55.00  Mar+ 47       9.40    2.7   22.2    2.7   22.2  45.70  56.25  0.17  0.02    86    82    45     1.3    10.5  45.70    43/   12
HD      358.43  Aug  315     55.25    3.8    6.6    3.8    6.6 303.28 370.10  0.15  0.03    86    80    42     2.3     4.0 303.28    36/   20
HCC      61.27  Jul  45      18.20    4.1    8.1    4.1    8.1  43.17  63.05  0.30  0.03    86    83    46     1.8     3.6  43.17    13/   20
ONON     27.98  Apr  22.5     6.40    3.6   13.8    3.6   13.8  21.68  28.75  0.23  0.03    86    82    45     1.7     6.5  21.68    40/    3
BIDU    104.50  Mar+ 90      16.40    2.0   16.1    2.0   16.1  88.20 106.25  0.16  0.02    86    83    46     0.8     6.5  88.20    30/   16
UTHR    218.72  Aug  180     47.80    5.2    8.9    5.2    8.9 171.02 227.65  0.22  0.04    86    81    43     3.2     5.6 171.02    36/   42
AER      73.72  Jul  60      16.30    4.2    8.3    4.2    8.3  57.52  76.15  0.22  0.03    86    81    44     2.2     4.4  57.52    44/    0
AMBA     55.00  May  42.5    14.70    5.1   15.2    5.1   15.2  40.40  57.05  0.27  0.04    86    82    45     2.7     8.2  40.40    31/   12
AFRM     40.98  Jun  25      18.55   10.7   25.0   10.7   25.0  22.53  43.40  0.45  0.06    86    82    46     6.5    15.2  22.53    22/    8
USD      58.09  Aug  40      20.80    6.8   11.7    6.8   11.7  37.39  60.65  0.36  0.04    86    82    46     3.6     6.2  37.39    33/   16
URTY     39.55  May  28      12.90    4.5   13.4    4.5   13.4  26.75  40.75  0.32  0.03    86    83    47     2.0     5.9  26.75    36/   46
AFRM     40.98  Apr  27.5    15.10    5.7   22.0    5.7   22.0  25.98  42.45  0.37  0.04    86    83    47     2.6    10.1  25.98    13/    8
DXCM    124.46  Feb+ 112     14.10    1.3   20.5    1.3   20.5 110.46 125.95  0.11  0.01    86    83    46     0.5     7.3 110.46    25/   30
EOG     112.14  Mar+ 102     11.80    1.5   12.2    1.5   12.2 100.44 113.65  0.10  0.01    86    82    45     0.7     5.5 100.44    47/    0
AFRM     40.98  Mar  30      12.55    5.0   30.8    5.0   30.8  28.53  42.40  0.30  0.03    86    82    46     2.4    15.0  28.53    17/    8
AMBA     55.00  Jun  40      16.60    3.8    8.8    3.8    8.8  38.50  56.45  0.30  0.03    86    84    47     1.5     3.6  38.50    31/   12
DVN      41.68  Mar+ 37       5.30    1.3   10.5    1.3   10.5  36.48  42.15  0.12  0.01    86    84    46     0.4     3.4  36.48    36/   15
ORCL    106.57  Jan'25 90    23.75    8.5    8.4    8.5    8.4  82.92 113.60  0.22  0.07    86    77    39     5.7     5.7  82.92    47/   13
AFL      82.53  May  75       9.30    2.2    6.6    2.2    6.6  73.33  84.15  0.11  0.02    86    81    43     1.2     3.7  73.33    25/   40
ARKK     46.76  Mar  40       7.60    1.8   10.9    1.8   10.9  39.26  47.45  0.16  0.01    86    84    46     0.6     3.8  39.26    19/   25
AFL      82.53  Feb+ 79       4.30    0.8   12.0    0.8   12.0  78.33  83.15  0.05  0.01    86    82    44     0.4     5.8  78.33    30/   40
FLYW     20.30  Dec  12.5     9.20   11.2   12.0   11.2   12.0  11.20  21.55  0.45  0.06    86    81    46     6.6     7.1  11.20    27/   28
SHW     300.08  Feb  280     23.40    1.1   13.5    1.1   13.5 276.78 303.25  0.08  0.01    86    82    45     0.5     6.0 276.78    34/   39
ORCL    106.57  Sep  92.5    19.90    6.5    9.6    6.5    9.6  86.77 112.25  0.19  0.05    86    77    39     4.4     6.4  86.77    45/   13
Symb     Stk    Opt  StrkMn   Call   RIUC  ARIUC   RIEC  ARIEC   DBEC   UBEC  %DBE  %UBE PrDBE PrRIE PrUBE    ERTN  AERTNC   Invt    IVF  iv%
EOG     112.14  Feb  103.5    9.80    1.0   11.6    1.0   11.6 102.44 113.15  0.09  0.01    86    83    46     0.3     3.8 102.44    32/    0
FIVE    190.01  Jan'26 125   81.50   15.0    7.5   15.0    7.5 108.61 206.35  0.43  0.09    86    79    44    10.1     5.0 108.61    46/    6
HUBS    565.62  Jan'25 390  212.00   10.2   10.2   10.2   10.2 353.72 601.85  0.37  0.06    86    81    44     6.5     6.5 353.72    44/   21
SNOW    188.02  May  155     40.80    5.2   15.5    5.2   15.5 147.32 195.65  0.22  0.04    86    80    43     3.1     9.1 147.32    33/    6
HUBS    565.62  Jun  440    145.70    4.7   11.0    4.7   11.0 420.02 585.55  0.26  0.04    86    81    45     2.4     5.7 420.02    35/   21
APTV     80.79  May  65      17.90    3.1    9.3    3.1    9.3  62.99  82.75  0.22  0.02    86    83    46     1.4     4.2  62.99    24/   56
SNOW    188.02  Jun  150     46.95    6.2   14.5    6.2   14.5 141.17 196.80  0.25  0.05    86    81    43     3.9     9.1 141.17    37/    6
EQT      36.30  Jun  29       8.45    3.6    8.3    3.6    8.3  27.95  37.30  0.23  0.03    86    83    45     1.7     4.0  27.95    19/   10
VOO     436.50  Jun  400     47.00    2.7    6.2    2.7    6.2 389.60 446.85  0.11  0.02    86    80    41     1.7     3.9 389.60    69/   22
HUBS    565.62  Dec'25 350  267.10   17.2    8.9   17.2    8.9 298.62 616.95  0.47  0.09    86    79    44    11.5     6.0 298.62    44/   21
NUE     170.80  Mar+ 155     18.30    1.5   12.5    1.5   12.5 152.60 173.15  0.11  0.01    86    83    45     0.7     5.9 152.60    34/   10
APPN     32.96  Jul  22.5    11.90    6.1   12.0    6.1   12.0  21.16  34.25  0.36  0.04    86    82    46     3.0     5.9  21.16    52/   29
NTR      49.44  Jun  40      10.80    3.1    7.3    3.1    7.3  38.74  50.65  0.22  0.02    86    83    46     1.4     3.2  38.74    46/   31
TITN     25.92  Jun  20       7.00    4.9   11.4    4.9   11.4  19.02  26.85  0.27  0.04    86    82    45     2.7     6.2  19.02    31/    8
BLK     791.38  Oct  680    139.00    4.2    5.6    4.2    5.6 652.48 818.85  0.18  0.03    86    80    42     2.5     3.3 652.48    15/   12
HUBS    565.62  Feb  500     71.60    1.2   13.9    1.2   13.9 494.12 571.45  0.13  0.01    86    84    47     0.3     3.4 494.12    31/   21
APTV     80.79  Jan'26 50    37.20   14.3    7.2   14.3    7.2  43.69  87.05  0.46  0.08    86    80    45     9.5     4.7  43.69    45/   56
APPN     32.96  Dec  20      15.00   10.5   11.3   10.5   11.3  18.06  34.85  0.45  0.06    86    81    46     6.1     6.6  18.06    52/   29
NTR      49.44  Mar+ 44       6.20    1.4   11.4    1.4   11.4  43.34  50.05  0.12  0.01    86    83    46     0.5     4.0  43.34    47/   31
SNV      35.45  May  30       6.50    3.1    9.3    3.1    9.3  29.05  36.35  0.18  0.03    86    82    45     1.6     4.7  29.05    13/   38
ADI     187.79  Mar  170     20.40    1.5    9.1    1.5    9.1 167.49 190.25  0.11  0.01    86    82    45     0.6     3.8 167.49    34/   16
VNQ      86.43  Mar  80       7.80    1.5    9.6    1.5    9.6  78.73  87.65  0.09  0.01    86    81    44     0.8     4.9  78.73    42/   55
ADI     187.79  Jun  160     32.90    3.2    7.4    3.2    7.4 154.99 192.75  0.17  0.03    86    82    44     1.8     4.1 154.99    35/   16
FICO   1224.39  Apr  1050   199.30    2.4    9.4    2.4    9.41025.191249.15  0.16  0.02    86    82    45     1.1     4.11025.19    27/   33
Symb     Stk    Opt  StrkMn   Call   RIUC  ARIUC   RIEC  ARIEC   DBEC   UBEC  %DBE  %UBE PrDBE PrRIE PrUBE    ERTN  AERTNC   Invt    IVF  iv%
SN       48.50  Jun  35      15.10    4.3   10.1    4.3   10.1  33.50  49.95  0.31  0.03    86    83    47     1.9     4.5  33.50   682/   66
SNAP     15.54  Feb+ 13       3.00    2.5   37.3    2.5   37.3  12.64  15.85  0.19  0.02    86    82    46     0.9    14.3  12.64    52/   61
DDM      77.56  Apr  68      11.00    1.9    7.5    1.9    7.5  66.66  78.85  0.14  0.02    86    82    45     0.8     3.1  66.66    30/   12
BLDR    165.91  May  135     37.20    4.8   14.3    4.8   14.3 128.81 172.05  0.22  0.04    86    81    44     2.8     8.3 128.81    24/   18
FICO   1224.39  Dec  940    358.00    8.5    9.1    8.5    9.1 866.491297.85  0.29  0.06    86    80    43     5.5     5.9 866.49    47/   33
SQ       65.16  Jun  50      18.40    6.6   15.3    6.6   15.3  46.86  68.25  0.28  0.05    86    80    44     3.8     8.9  46.86    29/   23
SQ       65.16  Mar  55      12.05    3.3   20.2    3.3   20.2  53.21  66.90  0.18  0.03    86    81    44     1.7    10.3  53.21    27/   23
SQ       65.16  Apr  52.5    14.85    4.0   15.7    4.0   15.7  50.41  67.20  0.23  0.03    86    82    45     2.1     8.1  50.41    24/   23
VOO     436.50  Dec'25 375   94.00    9.4    4.9    9.4    4.9 342.60 468.85  0.22  0.07    86    76    37     6.7     3.5 342.60    83/   22
FICO   1224.39  Jul  1000   273.80    5.2   10.2    5.2   10.2 950.691273.65  0.22  0.04    86    81    43     3.1     6.1 950.69    40/   33
FICO   1224.39  Dec  950    354.00    9.1    9.8    9.1    9.8 870.491303.85  0.29  0.06    86    79    42     5.9     6.4 870.49    47/   33
VOO     436.50  Jan'26 375   94.50    9.6    4.8    9.6    4.8 342.10 469.35  0.22  0.08    86    75    37     6.7     3.3 342.10    80/   22
VRSN    202.44  Mar  185     20.20    1.4    8.9    1.4    8.9 182.34 205.05  0.10  0.01    86    83    45     0.7     4.2 182.34    29/    8
SNPS    509.68  Jan'25 400  140.40    8.3    8.2    8.3    8.2 369.38 540.25  0.28  0.06    86    79    42     5.4     5.4 369.38    43/   20
VRTX    437.49  Jan'25 320  137.00    6.4    6.4    6.4    6.4 300.59 456.85  0.31  0.04    86    82    45     3.8     3.8 300.59    63/   59
BMBL     14.13  Jul  10       4.80    5.5   10.9    5.5   10.9   9.43  14.65  0.33  0.04    86    82    46     2.6     5.2   9.43    72/   10
NOW     727.56  Feb+ 655     79.40    1.0   15.7    1.0   15.7 648.26 734.25  0.11  0.01    86    84    47     0.3     3.9 648.26    55/   38
NOW     727.56  Feb+ 665     68.80    0.9   19.8    0.9   19.8 658.86 733.65  0.09  0.01    86    84    46     0.3     6.2 658.86    54/   38
DRI     157.17  Jun  140     21.40    3.0    7.0    3.0    7.0 135.87 161.25  0.14  0.03    86    81    42     1.8     4.2 135.87    36/    5
SNPS    509.68  Jan'26 380  182.10   16.0    8.0   16.0    8.0 327.68 561.95  0.36  0.10    86    76    41    11.0     5.5 327.68    48/   20
ERX      52.23  Mar+ 45       8.20    1.9   15.1    1.9   15.1  44.13  53.05  0.16  0.02    86    83    46     0.7     5.7  44.13    67/    3
HURN    103.84  Jun  85      22.20    3.9    9.1    3.9    9.1  81.74 107.05  0.21  0.03    86    82    45     2.1     4.9  81.74    22/    4
IBB     135.93  Jun  121     18.90    3.3    7.6    3.3    7.6 117.13 139.75  0.14  0.03    86    80    42     1.9     4.5 117.13    47/   18
BMRN     93.46  Apr  80      15.40    2.3    8.9    2.3    8.9  78.16  95.25  0.16  0.02    86    82    46     0.9     3.7  78.16    34/   19
Symb     Stk    Opt  StrkMn   Call   RIUC  ARIUC   RIEC  ARIEC   DBEC   UBEC  %DBE  %UBE PrDBE PrRIE PrUBE    ERTN  AERTNC   Invt    IVF  iv%
FI      137.00  Apr  125     14.90    2.3    8.7    2.3    8.7 122.20 139.75  0.11  0.02    86    80    43     1.2     4.8 122.20    31/   11
NOC     477.90  Feb+ 452.5   28.20    0.6   12.6    0.6   12.6 449.80 480.55  0.06  0.01    86    83    46     0.2     3.4 449.80    47/   43
COIN    133.88  Feb+ 105     32.50    3.4   32.8    3.4   32.8 101.48 137.35  0.24  0.03    86    82    46     1.4    13.7 101.48     5/   40
SNPS    509.68  Jun  430     95.90    3.9    9.0    3.9    9.0 413.88 525.75  0.19  0.03    86    81    44     2.2     5.2 413.88    36/   20
BMRN     93.46  Jul  75      21.30    3.7    7.3    3.7    7.3  72.26  96.15  0.23  0.03    86    82    45     1.9     3.7  72.26    36/   19
FI      137.00  Mar+ 128     10.70    1.2    9.9    1.2    9.9 126.40 138.55  0.08  0.01    86    82    44     0.6     4.9 126.40    44/   11
FAS      80.05  Feb+ 70      11.50    1.9   18.2    1.9   18.2  68.65  81.35  0.14  0.02    86    82    46     0.8     7.3  68.65    39/    6
VRT      49.96  Jun  37.5    14.70    5.9   13.7    5.9   13.7  35.36  52.05  0.29  0.04    86    82    45     3.3     7.7  35.36    41/   30
NTLA     26.76  Jul  17.5    10.90    9.3   18.4    9.3   18.4  15.96  28.25  0.40  0.06    86    81    45     5.6    11.0  15.96    39/   51
HUM     438.79  Sep  360     97.20    5.3    7.9    5.3    7.9 341.69 457.05  0.22  0.04    86    80    43     3.2     4.7 341.69    35/   54
NTNX     50.38  Jan'26 32.5  22.70   16.8    8.4   16.8    8.4  27.78  55.05  0.45  0.09    86    79    44    11.4     5.7  27.78    53/    8
NTNX     50.38  Jun  40      12.30    4.6   10.8    4.6   10.8  38.18  52.15  0.24  0.04    86    82    45     2.6     6.0  38.18    41/    8
THO     113.86  Jun  90      27.30    3.8    8.8    3.8    8.8  86.66 117.15  0.24  0.03    86    83    45     1.9     4.4  86.66    30/   11
NTNX     50.38  Dec'25 32.5  22.30   15.2    7.9   15.2    7.9  28.18  54.65  0.44  0.08    86    79    44    10.0     5.2  28.18    48/    8
HUM     438.79  Aug  365     90.70    4.8    8.2    4.8    8.2 348.19 455.55  0.21  0.04    86    80    43     2.8     4.8 348.19    35/   54
HUM     438.79  Feb  405     38.00    1.0   11.9    1.0   11.9 400.89 442.85  0.09  0.01    86    83    46     0.4     4.6 400.89    24/   54
NTES     89.55  Jun  70      22.20    3.7    8.6    3.7    8.6  67.45  92.05  0.25  0.03    86    83    46     1.8     4.2  67.45    20/   16
NOW     727.56  Jan+ 682.5   51.60    0.9   34.5    0.9   34.5 676.06 733.95  0.07  0.01    86    82    45     0.4    13.9 676.06    73/   38
NTAP     85.96  Jun  75      13.70    3.6    8.3    3.6    8.3  72.36  88.55  0.16  0.03    86    80    43     2.1     4.9  72.36    51/    9
TEAM    240.56  Feb+ 210     36.10    2.6   25.3    2.6   25.3 204.56 245.95  0.15  0.02    86    82    44     1.4    13.2 204.56    33/   23
FAS      80.05  Mar+ 69      12.60    2.1   16.8    2.1   16.8  67.55  81.45  0.16  0.02    86    83    46     0.9     7.1  67.55    49/    6
BLK     791.38  Mar+ 740     58.90    1.0    8.2    1.0    8.2 732.58 798.75  0.07  0.01    86    82    45     0.4     3.4 732.58    16/   12
BLK     791.38  Apr  720     84.90    1.9    7.3    1.9    7.3 706.58 804.75  0.11  0.02    86    82    44     1.0     3.9 706.58    11/   12
NVDA    563.82  Mar  490     87.35    2.8   17.4    2.8   17.4 476.57 577.20  0.15  0.02    86    82    44     1.6     9.7 476.57    34/    9
Symb     Stk    Opt  StrkMn   Call   RIUC  ARIUC   RIEC  ARIEC   DBEC   UBEC  %DBE  %UBE PrDBE PrRIE PrUBE    ERTN  AERTNC   Invt    IVF  iv%
VICR     37.72  Jul  25      14.40    6.5   12.9    6.5   12.9  23.42  39.25  0.38  0.04    86    83    46     3.4     6.8  23.42    44/   32
NXPI    208.99  Feb  190     21.90    1.5   17.4    1.5   17.4 187.19 211.75  0.10  0.01    86    82    45     0.6     7.4 187.19    44/   32
AMD     158.74  Jun  120     44.80    5.2   12.0    5.2   12.0 114.04 164.65  0.28  0.04    86    82    45     2.7     6.4 114.04    34/   14
NXPI    208.99  Apr  175     37.70    2.1    8.1    2.1    8.1 171.39 212.55  0.18  0.02    86    84    46     0.8     3.1 171.39    25/   32
CVX     143.69  Feb  135     10.20    1.0   12.0    1.0   12.0 133.59 145.05  0.07  0.01    86    82    45     0.4     5.2 133.59    31/   25
VGT     482.39  May  430     61.50    2.1    6.4    2.1    6.4 420.99 491.35  0.13  0.02    86    81    44     1.0     3.1 420.99    37/   13
HLT     182.39  Jan'25 150   43.20    7.7    7.6    7.7    7.6 139.29 193.05  0.24  0.06    86    79    41     5.1     5.1 139.29    43/    7
HLT     182.39  Jan'26 140   58.00   12.4    6.2   12.4    6.2 124.49 197.85  0.32  0.08    86    78    41     8.6     4.3 124.49    45/    7
SNY      51.56  Mar  47.5     4.90    1.5    9.1    1.5    9.1  46.76  52.25  0.09  0.01    86    82    44     0.8     4.7  46.76    34/   29
HOG      34.04  Aug  25      10.30    4.7    8.0    4.7    8.0  23.84  35.15  0.30  0.03    86    83    46     2.2     3.8  23.84    24/   65
HOG      34.04  Jan'25 23    12.60    6.5    6.5    6.5    6.5  21.54  35.45  0.37  0.04    86    82    46     3.2     3.2  21.54    21/   65
NVO     106.35  Feb+ 98      10.05    1.6   15.4    1.6   15.4  96.40 107.90  0.09  0.01    86    82    44     0.9     8.3  96.40    18/   71
HOG      34.04  May  27       8.00    3.1    9.3    3.1    9.3  26.14  34.85  0.23  0.02    86    82    46     1.2     3.6  26.14    24/   65
BK       55.39  Jan'25 47.5  10.30    5.0    5.0    5.0    5.0  45.19  57.65  0.18  0.04    86    79    42     3.1     3.1  45.19    33/    0
NXPI    208.99  Jul  165     50.50    4.0    7.9    4.0    7.9 158.59 215.35  0.24  0.03    86    83    45     2.1     4.1 158.59    28/   32
SMH     175.70  Jun  152.5   29.85    4.5   10.4    4.5   10.4 145.95 182.20  0.17  0.04    86    79    42     2.7     6.4 145.95    42/   13
NVT      56.26  Aug  45      13.00    3.7    6.3    3.7    6.3  43.36  57.85  0.23  0.03    86    83    45     1.9     3.2  43.36    30/   58
EPAM    300.17  Jul  230     79.10    4.0    7.8    4.0    7.8 221.17 308.95  0.26  0.03    86    83    46     2.0     3.9 221.17    34/   30
ODFL    382.80  Jan'26 250  159.20   11.7    5.9   11.7    5.9 223.70 409.05  0.42  0.07    86    81    45     7.6     3.8 223.70    38/   45
ADP     235.28  Feb  220     17.40    0.9   10.6    0.9   10.6 217.98 237.25  0.07  0.01    86    83    45     0.4     4.2 217.98    44/   23
NYT      47.49  Mar  43       5.30    1.6    9.7    1.6    9.7  42.29  48.15  0.11  0.01    86    82    45     0.7     4.4  42.29    32/   31
