COVERED CALL WRITES: CASH

Column Headings:
  Symb:    underlying symbol
  Stk:     closing price of underlying
  Opt:     option base symbol
  StrkMn   strike (numeric) and Month (alpha) of written option
  Call:    bid price of call being sold
  RIUC:    Raw Return, if unchanged, cash
  ARIUC:   Annualized Return, if unchanged, cash
  RIEC:    Raw Return, if exercised, cash
  ARIEC:   Annualized Return, if exercised, cash
  DBEC:    Downside breakeven point, cash
  UBEC:    UPSIDE breakeven point, cash
            i.e., the point above which stock outperforms covered write
  %DBE:    Percent distance from Stk price down to DBEC
  %UBE:    Percent distance from Stk price UP to UBEC
  PrDBE:   Prob. of CLOSING above DBE at expiration
  PrRIE:   Prob. of CLOSING above Striking Price at expiration
            i.e., Prob. of stock being called away
  PrUBE:   Prob. of CLOSING above UBE at expiration
  ERTN:    Raw EXPECTED Return, cash
  AERTNC:  Annualized EXPECTED Return, cash
  Invt:    Investment for cash covered write
  IVF:     Implied Volatility Factor
           = 100*(IV this option/avg IV for this stock - 1)
           => large positive numbers are most expensive options
NOTE: all returns and investment assume 5 cent commission on stock & option

  While we endeavor to make our data reliable, errors are always possible.
  Therefore, make sure you check the actual price of the option with a price
    quotation system or with your broker before actually entering an order.
  If the returns from the covered write look "too good," be suspicous.
  It is likely, in that case, that some data is in error.
  McMillan Analysis Corp. is not responsible for errors in this data,
    nor is it liable for losses incurred due to errors in this report.
  Accuracy and completeness are not guaranteed.

Symb     Stk    Opt  StrkMn   Call   RIUC  ARIUC   RIEC  ARIEC   DBEC   UBEC  %DBE  %UBE PrDBE PrRIE PrUBE    ERTN  AERTNC   Invt    IVF  iv%
RUN      14.21  May  10       5.20    9.2   27.6    9.2   27.6   9.11  15.05  0.36  0.06    81    76    45     3.8    11.2   9.11    11/   58
PYPL     58.45  Feb  52.5     7.20    2.1   25.2    2.1   25.2  51.35  59.55  0.12  0.02    85    80    44     1.0    11.2  51.35    40/   40
U        34.10  Jun  29       8.40   12.2   28.4   12.2   28.4  25.80  37.25  0.24  0.09    76    66    41     4.8    11.2  25.80    24/   24
SPT      61.58  Apr  60       7.90   11.5   44.5   11.5   44.5  53.78  67.75  0.13  0.10    69    54    37     2.9    11.2  53.78    11/    3
DOCN     35.00  Jan'25 42.5   5.70   19.0   18.9   44.4   44.1  29.40  48.05  0.16  0.37    61    38    31    11.3    11.2  29.40     5/   23
ALGN    267.46  Feb+ 220     49.10    0.7   14.6    0.7   14.6 218.46 268.95  0.18  0.01    96    96    48     0.5    11.2 218.46    79/   65
RH      258.02  Jun  280     25.30   10.8   25.2   20.2   47.1 232.82 305.15  0.10  0.18    63    40    29     4.8    11.2 232.82     9/   25
ON       73.80  Feb+ 76       3.70    5.1   49.3    8.2   78.7  70.20  79.55  0.05  0.08    63    43    31     1.2    11.2  70.20    23/   42
ON       73.80  Feb+ 76       2.70    3.7   55.5    6.7  101.5  71.20  78.55  0.04  0.06    61    41    31     0.7    11.2  71.20    23/   42
ACCD     13.23  Dec  15       2.65   23.9   25.7   40.0   43.0  10.68  17.50  0.19  0.32    62    43    34    10.4    11.2  10.68    -8/   12
GNRC    116.18  Mar+ 122      5.60    5.0   40.3   10.2   82.6 110.68 127.45  0.05  0.10    61    39    30     1.4    11.2 110.68    19/   28
ALB     125.95  Jun  145     10.05    8.6   19.9   25.0   58.0 116.00 154.90  0.08  0.23    60    34    27     4.8    11.2 116.00    -1/   68
DOCN     35.00  Aug  40       4.50   14.4   24.6   30.6   52.4  30.60  44.35  0.13  0.27    61    39    31     6.5    11.2  30.60     6/   23
SYM      41.27  Jan'25 40    12.50   38.4   38.2   38.4   38.2  28.87  52.35  0.30  0.27    66    51    39    11.2    11.2  28.87    -4/   67
GNRC    116.18  Mar+ 117      7.90    7.2   58.4    7.9   64.1 108.38 124.75  0.07  0.07    65    48    34     1.4    11.2 108.38    23/   28
ABT     113.76  Jan+ 113      2.49    1.4   51.8    1.4   51.8 111.37 115.34  0.02  0.01    71    57    36     0.3    11.2 111.37    43/   47
Symb     Stk    Opt  StrkMn   Call   RIUC  ARIUC   RIEC  ARIEC   DBEC   UBEC  %DBE  %UBE PrDBE PrRIE PrUBE    ERTN  AERTNC   Invt    IVF  iv%
NAIL    105.13  Jan'25 103   29.40   35.8   35.6   35.8   35.6  75.83 132.25  0.28  0.26    67    51    38    11.3    11.2  75.83    -2/   24
IOT      33.63  Apr  30       6.10    8.4   32.6    8.4   32.6  27.63  35.95  0.18  0.07    76    66    41     2.9    11.2  27.63    11/    7
NVDA    563.82  Mar+ 510     68.10    2.8   23.1    2.8   23.1 495.82 577.95  0.12  0.03    83    77    43     1.4    11.2 495.82    32/    9
ILMN    135.14  Mar  145      7.30    5.6   34.8   13.3   82.3 127.94 152.15  0.05  0.13    60    37    29     1.8    11.2 127.94    -2/   81
DPST     81.02  Jan+ 69      13.00    1.2   44.5    1.2   44.5  68.12  81.85  0.16  0.01    87    86    47     0.3    11.2  68.12    15/   51
SYM      41.27  Jan'26 50    12.50   43.0   21.4   73.0   36.5  28.87  62.35  0.30  0.51    61    44    37    22.4    11.2  28.87    -7/   67
PRCT     47.14  Apr  50       4.60   10.6   41.0   17.1   66.6  42.64  54.45  0.10  0.16    62    43    33     2.9    11.2  42.64     3/   21
PLCE     22.42  Mar  20       3.90    7.1   44.2    7.1   44.2  18.62  23.75  0.17  0.06    75    66    42     1.8    11.2  18.62     9/   47
ZIM      13.31  Mar+ 13       1.95   13.0  105.5   13.0  105.5  11.46  14.80  0.14  0.11    65    52    39     1.4    11.2  11.46     8/  100
TNA      33.56  Feb  33       2.75    6.6   77.7    6.6   77.7  30.91  35.60  0.08  0.06    67    54    37     1.0    11.2  30.91     7/   21
ENPH    108.75  Apr  95      21.95    9.3   36.0    9.3   36.0  86.90 116.80  0.20  0.07    75    66    42     2.9    11.2  86.90    13/   57
KRYS    126.95  Aug  100     38.50   12.9   22.1   12.9   22.1  88.55 138.35  0.30  0.09    80    71    42     6.5    11.2  88.55     5/   52
SPT      61.58  Jan'25 75     9.10   17.1   17.0   42.5   42.3  52.58  83.95  0.15  0.36    61    36    29    11.2    11.2  52.58     9/    3
MPWR    596.41  Feb  610     25.70    4.5   52.8    6.9   80.7 570.81 635.55  0.04  0.07    63    43    32     1.0    11.2 570.81    14/   42
ADP     235.28  Feb+ 230      8.90    1.5   32.9    1.5   32.9 226.48 238.75  0.04  0.01    77    67    39     0.5    11.2 226.48    48/   23
IMNM     13.93  Apr  15       1.75   13.4   52.2   21.7   84.4  12.28  16.60  0.12  0.19    61    43    35     2.9    11.2  12.28     8/    7
OKTA     82.66  Jun  82.5    11.20   15.2   35.4   15.2   35.4  71.56  93.55  0.13  0.13    69    50    34     4.8    11.2  71.56    18/   19
LRCX    761.14  Feb+ 785     17.35    2.3   49.8    5.5  118.5 743.89 802.20  0.02  0.05    60    37    29     0.5    11.2 743.89    26/   37
DPST     81.02  Feb  66      17.50    3.7   43.1    3.7   43.1  63.62  83.35  0.21  0.03    82    78    46     0.9    11.2  63.62    11/   51
CMG    2289.97  Mar+ 2310    85.30    3.9   31.3    4.8   38.72204.772395.15  0.04  0.05    68    46    29     1.4    11.22204.77    46/   32
STX      84.81  Jan+ 79       6.90    1.2   44.0    1.2   44.0  78.01  85.75  0.08  0.01    83    79    45     0.3    11.2  78.01   102/   87
SNOW    188.02  Jun  170     33.75   10.1   23.5   10.1   23.5 154.37 203.60  0.18  0.08    78    65    38     4.8    11.2 154.37    31/    6
NVEI     23.36  Oct  27.5     3.20   15.3   20.2   35.5   46.9  20.26  30.55  0.13  0.31    61    37    30     8.5    11.2  20.26     5/   34
UCO      26.20  Jul  26       4.80   20.7   40.8   20.7   40.8  21.50  30.65  0.18  0.17    67    51    36     5.7    11.2  21.50     6/   30
Symb     Stk    Opt  StrkMn   Call   RIUC  ARIUC   RIEC  ARIEC   DBEC   UBEC  %DBE  %UBE PrDBE PrRIE PrUBE    ERTN  AERTNC   Invt    IVF  iv%
CI      306.94  Feb+ 297.5   14.00    1.5   32.3    1.5   32.3 293.04 311.35  0.05  0.01    78    70    40     0.5    11.2 293.04    34/   36
DELL     79.52  Mar+ 80       3.50    4.5   36.2    5.0   40.8  76.12  83.35  0.04  0.05    68    47    31     1.4    11.2  76.12    22/    3
UCO      26.20  Apr  28       2.50   10.1   39.2   17.4   67.7  23.80  30.35  0.09  0.16    62    42    32     2.9    11.2  23.80     2/   30
INSP    186.10  Feb  185     13.50    7.1   83.5    7.1   83.5 172.70 198.35  0.07  0.07    66    51    36     0.9    11.2 172.70     7/   75
ASML    706.50  Feb+ 725     12.80    1.8   39.3    4.5   96.4 693.80 737.65  0.02  0.04    60    36    27     0.5    11.2 693.80    15/   28
CMG    2289.97  Mar+ 2325    78.30    3.5   28.7    5.1   41.52211.772403.15  0.03  0.05    66    43    28     1.4    11.22211.77    46/   32
S        24.80  Mar  24       2.60    7.4   45.8    7.4   45.8  22.30  26.45  0.10  0.07    70    57    37     1.8    11.2  22.30    14/    3
SOXS      6.08  Jan'26 7      2.03   46.5   23.2   67.5   33.7   4.15   8.88  0.32  0.46    64    45    37    22.5    11.2   4.15     9/    9
MNSO     22.53  Aug  20       5.70   17.8   30.6   17.8   30.6  16.93  25.55  0.25  0.13    73    60    40     6.5    11.2  16.93    28/   20
NVO     106.35  Feb+ 110      1.96    1.8   27.1    5.2   79.5 104.49 111.81  0.02  0.05    60    32    24     0.7    11.2 104.49     2/   71
CMG    2289.97  Mar+ 2270   106.30    3.9   32.0    3.9   32.02183.772376.15  0.05  0.04    72    54    33     1.4    11.22183.77    50/   32
BOIL     31.15  Feb+ 27       5.70    5.5   83.3    5.5   83.3  25.55  32.55  0.18  0.04    75    69    44     0.7    11.2  25.55    -8/   40
AMD     158.74  Feb+ 146     16.05    2.2   33.7    2.2   33.7 142.79 161.90  0.10  0.02    81    76    43     0.7    11.2 142.79    35/   14
AMC       4.21  Jun'25 3      2.25   43.2   30.3   43.2   30.3   2.06   5.10  0.51  0.21    71    60    44    16.0    11.2   2.06    14/   24
UPST     30.45  Jun  22.5    11.05   15.1   35.2   15.1   35.2  19.50  33.40  0.36  0.10    75    68    44     4.8    11.2  19.50     6/   34
SNOW    188.02  Apr  180     21.75    8.2   31.7    8.2   31.7 166.37 201.60  0.12  0.07    73    59    36     2.9    11.2 166.37    21/    6
ZS      232.18  May  230     25.50   11.2   33.5   11.2   33.5 206.78 255.35  0.11  0.10    70    52    33     3.8    11.2 206.78    20/    6
CSIQ     21.66  Jul  24       2.65   13.3   26.3   25.3   50.0  19.11  26.50  0.12  0.22    62    40    31     5.7    11.2  19.11     5/   30
TEAM    240.56  Jun  270     20.00    9.0   21.0   22.3   51.9 220.66 289.85  0.08  0.20    61    35    27     4.8    11.2 220.66    10/   23
KOLD     84.13  Jan'26 70    40.80   61.1   30.5   61.1   30.5  43.43 110.65  0.48  0.32    67    55    43    22.4    11.2  43.43   -25/   30
NAIL    105.13  Jan'26 109   37.50   55.2   27.6   60.9   30.4  67.73 146.35  0.36  0.39    66    49    38    22.5    11.2  67.73    -6/   24
MELI   1672.67  May  1660   169.40   10.4   31.2   10.4   31.21503.371829.25  0.10  0.09    71    52    32     3.7    11.21503.37    36/    7
CMG    2289.97  Mar+ 2305    87.90    4.0   32.3    4.7   37.92202.172392.75  0.04  0.04    68    47    30     1.4    11.22202.17    47/   32
CMG    2289.97  Mar+ 2255   115.00    3.7   29.8    3.7   29.82175.072369.85  0.05  0.03    73    57    34     1.4    11.22175.07    52/   32
Symb     Stk    Opt  StrkMn   Call   RIUC  ARIUC   RIEC  ARIEC   DBEC   UBEC  %DBE  %UBE PrDBE PrRIE PrUBE    ERTN  AERTNC   Invt    IVF  iv%
CELH     59.97  Mar  55       8.30    6.1   38.0    6.1   38.0  51.77  63.15  0.14  0.05    75    65    41     1.8    11.2  51.77    14/   17
VRT      49.96  Jul  52.5     6.50   14.7   29.0   20.4   40.3  43.56  58.85  0.13  0.18    65    44    32     5.7    11.2  43.56    20/   30
SHOP     81.32  Feb+ 72      11.50    2.9   27.9    2.9   27.9  69.92  83.35  0.14  0.02    83    78    44     1.2    11.2  69.92    36/   23
BOIL     31.15  Feb+ 28       5.65    9.2   88.2    9.2   88.2  25.60  33.50  0.18  0.08    70    61    42     1.2    11.2  25.60   -14/   40
APPN     32.96  Dec  40       4.80   16.6   17.9   41.4   44.5  28.26  44.65  0.14  0.35    61    36    29    10.4    11.2  28.26    11/   29
IREN      4.81  Feb  5        0.65   12.9  152.0   16.2  190.7   4.26   5.50  0.11  0.14    62    46    37     1.0    11.2   4.26     3/   62
DELL     79.52  Mar+ 78       4.60    3.9   31.7    3.9   31.7  75.02  82.45  0.06  0.04    73    58    35     1.4    11.2  75.02    24/    3
UCO      26.20  Jan'25 30     5.00   23.0   22.9   40.6   40.4  21.30  34.85  0.19  0.33    63    42    33    11.3    11.2  21.30     3/   30
ALB     125.95  Mar  120     14.00    7.1   43.6    7.1   43.6 112.05 133.85  0.11  0.06    71    59    38     1.8    11.2 112.05     6/   68
DDOG    123.79  Mar  120     11.55    6.8   41.9    6.8   41.9 112.34 131.40  0.09  0.06    71    57    37     1.8    11.2 112.34    27/   12
KRYS    126.95  Dec  115     35.00   24.9   26.8   24.9   26.8  92.05 149.85  0.27  0.18    72    57    38    10.4    11.2  92.05    -4/   52
DKNG     33.66  Feb  29       5.40    2.1   24.5    2.1   24.5  28.36  34.25  0.16  0.02    87    83    46     0.9    11.2  28.36    37/   18
ALGN    267.46  Feb+ 240     35.60    3.4   33.1    3.4   33.1 231.96 275.45  0.13  0.03    80    74    43     1.2    11.2 231.96    30/   65
CCJ      48.96  Feb+ 50       1.97    4.0   60.4    6.1   92.4  47.09  51.82  0.04  0.06    63    43    32     0.7    11.2  47.09    17/   40
KOLD     84.13  Jan+ 72.5    13.20    2.0   73.0    2.0   73.0  71.03  85.55  0.16  0.02    83    80    46     0.3    11.2  71.03    12/   30
RELY     17.87  Mar  17.5     2.00    9.3   57.3    9.3   57.3  15.97  19.35  0.11  0.08    68    53    37     1.8    11.2  15.97    14/   38
HON     197.77  Feb+ 195      5.70    1.4   31.1    1.4   31.1 192.17 200.55  0.03  0.01    76    63    37     0.5    11.2 192.17    33/   26
SMTC     18.55  Jan'25 18     5.10   32.5   32.3   32.5   32.3  13.55  22.95  0.27  0.24    68    52    37    11.2    11.2  13.55    10/   84
MELI   1672.67  May  1680   159.10   10.5   31.4   11.0   32.91513.671838.95  0.10  0.10    69    49    31     3.7    11.21513.67    35/    7
CMG    2289.97  Mar+ 2235   127.10    3.3   27.0    3.3   27.02162.972361.95  0.06  0.03    76    62    35     1.4    11.22162.97    54/   32
LNTH     55.30  Jan'25 60    10.30   22.6   22.5   32.9   32.7  45.10  70.15  0.18  0.27    66    43    31    11.3    11.2  45.10    12/   16
DDOG    123.79  May  130     11.30    9.9   29.8   15.4   46.1 112.59 141.15  0.09  0.14    64    42    30     3.8    11.2 112.59    26/   12
GLBE     38.68  Jan'25 35    11.10   26.3   26.1   26.3   26.1  27.68  45.95  0.28  0.19    73    57    38    11.1    11.1  27.68    20/   10
CROX    100.73  Mar  92.5    12.70    4.9   30.3    4.9   30.3  88.13 105.05  0.13  0.04    77    68    41     1.8    11.1  88.13    16/    1
Symb     Stk    Opt  StrkMn   Call   RIUC  ARIUC   RIEC  ARIEC   DBEC   UBEC  %DBE  %UBE PrDBE PrRIE PrUBE    ERTN  AERTNC   Invt    IVF  iv%
DOCN     35.00  Dec'25 47.5   7.50   26.8   13.9   71.9   37.3  27.60  54.85  0.21  0.57    61    36    31    21.4    11.1  27.60     4/   23
IOT      33.63  Jun  25      10.70    8.3   19.4    8.3   19.4  23.03  35.55  0.32  0.06    85    79    44     4.8    11.1  23.03    24/    7
ETSY     67.86  Sep  75       9.30   15.7   23.1   27.8   40.9  58.66  84.15  0.14  0.24    64    41    30     7.6    11.1  58.66    11/   22
NAIL    105.13  Jan'26 111   36.50   53.0   26.4   61.4   30.7  68.73 147.35  0.35  0.40    65    48    38    22.2    11.1  68.73    -6/   24
PANW    332.05  Mar+ 305     36.45    3.1   25.4    3.1   25.4 295.70 341.30  0.11  0.03    81    74    42     1.4    11.1 295.70    37/   34
GNRC    116.18  Mar+ 116      8.40    7.5   60.7    7.5   60.7 107.88 124.25  0.07  0.07    66    50    35     1.4    11.1 107.88    23/   28
CAR     159.33  Aug  175     19.30   13.7   23.5   24.8   42.6 140.13 194.15  0.12  0.22    63    40    30     6.5    11.1 140.13    16/   18
ARM      68.48  Feb+ 63       7.30    2.7   41.4    2.7   41.4  61.28  70.15  0.11  0.02    79    73    43     0.7    11.1  61.28    31/   64
GNRC    116.18  Mar+ 118      7.40    6.7   54.4    8.3   67.6 108.88 125.25  0.06  0.08    64    46    33     1.4    11.1 108.88    22/   28
VRT      49.96  Mar+ 44       7.50    3.3   26.5    3.3   26.5  42.56  51.35  0.15  0.03    83    77    44     1.4    11.1  42.56    26/   30
DUOL    210.37  Aug  170     59.20   12.3   21.2   12.3   21.2 151.27 229.05  0.28  0.09    80    71    41     6.5    11.1 151.27    31/   10
BHC       8.40  Jun  8        1.60   15.2   35.4   15.2   35.4   6.90   9.45  0.18  0.13    71    55    37     4.8    11.1   6.90    22/   38
MELI   1672.67  May  1700   149.10    9.8   29.3   11.6   34.61523.671848.95  0.09  0.11    68    47    30     3.7    11.11523.67    34/    7
ZS      232.18  Feb+ 235     10.95    4.9   47.1    6.2   59.1 221.33 245.80  0.05  0.06    65    46    32     1.2    11.1 221.33    11/    6
NOVA     10.47  Apr  9        2.65   13.0   50.5   13.0   50.5   7.92  11.50  0.24  0.10    72    62    42     2.9    11.1   7.92     7/   82
LLY     634.57  Feb  610     40.05    2.6   30.4    2.6   30.4 594.62 649.90  0.06  0.02    77    67    39     0.9    11.1 594.62    23/   50
TECS      9.85  Apr  11       0.70    6.5   25.2   18.4   71.4   9.25  11.55  0.06  0.17    60    33    27     2.9    11.1   9.25    12/    5
RH      258.02  Jan+ 255      9.60    2.6   94.4    2.6   94.4 248.52 264.45  0.04  0.02    68    56    38     0.3    11.1 248.52     2/   25
DELL     79.52  Mar+ 82       2.60    3.2   26.3    6.4   51.9  77.02  84.45  0.03  0.06    63    37    26     1.4    11.1  77.02    20/    3
ARCT     32.28  Jun  30       7.20   18.9   44.0   18.9   44.0  25.18  37.05  0.22  0.15    68    56    40     4.8    11.1  25.18     0/   18
V       265.24  Jan+ 257.5    9.60    0.7   24.4    0.7   24.4 255.74 266.95  0.04  0.01    84    79    43     0.3    11.1 255.74    62/   26
POWW      2.06  Jan'25 2.5    0.50   24.1   24.0   47.6   47.3   1.66   2.85  0.19  0.38    62    40    33    11.1    11.1   1.66     6/   85
NVDA    563.82  Mar  535     55.05    5.1   31.7    5.1   31.7 508.87 589.90  0.10  0.05    75    63    38     1.8    11.1 508.87    24/    9
U        34.10  May  29       7.80    9.7   28.9    9.7   28.9  26.40  36.65  0.23  0.07    77    68    42     3.7    11.1  26.40    17/   24
Symb     Stk    Opt  StrkMn   Call   RIUC  ARIUC   RIEC  ARIEC   DBEC   UBEC  %DBE  %UBE PrDBE PrRIE PrUBE    ERTN  AERTNC   Invt    IVF  iv%
NAIL    105.13  Jan'26 110   37.00   54.1   27.0   61.1   30.5  68.23 146.85  0.35  0.40    66    48    38    22.3    11.1  68.23    -6/   24
S        24.80  Jun  27       2.60   11.2   26.1   20.9   48.5  22.30  29.45  0.10  0.19    63    40    30     4.8    11.1  22.30    10/    3
TDOC     20.19  Jun  17.5     4.70   11.9   27.7   11.9   27.7  15.59  22.05  0.23  0.09    76    65    40     4.8    11.1  15.59    22/   21
ABNB    135.02  Feb  125     13.05    2.4   27.8    2.4   27.8 122.07 137.90  0.10  0.02    81    75    43     0.9    11.1 122.07    29/    6
PSFE     13.47  Jul  14       2.13   17.7   35.0   21.9   43.3  11.44  15.98  0.15  0.19    65    46    34     5.6    11.1  11.44    20/    0
FVRR     25.16  Jul  25       4.60   20.8   41.0   20.8   41.0  20.66  29.45  0.18  0.17    67    51    36     5.6    11.1  20.66    10/   20
ABNB    135.02  Feb+ 127     12.25    3.3   31.9    3.3   31.9 122.87 139.10  0.09  0.03    77    69    41     1.2    11.1 122.87    28/    6
MDB     405.44  May  370     68.10    9.6   28.8    9.6   28.8 337.44 437.95  0.17  0.08    75    63    39     3.7    11.1 337.44    25/    7
TDOC     20.19  Jan'25 17.5   6.30   24.7   24.6   24.7   24.6  13.99  23.65  0.31  0.17    74    60    39    11.2    11.1  13.99    16/   21
MRNA    102.16  Jun  110     11.45   12.5   29.1   21.1   49.0  90.81 121.30  0.11  0.19    63    42    31     4.8    11.1  90.81    -0/   20
SVIX     37.84  May  33       8.00   10.1   30.1   10.1   30.1  29.94  40.85  0.21  0.08    76    66    41     3.7    11.1  29.94    44/   16
SVIX     37.84  Jun  42       4.00   11.5   26.7   23.6   54.9  33.94  45.85  0.10  0.21    61    39    31     4.8    11.1  33.94    18/   16
RDFN      7.87  Jan'25 5      4.00   24.7   24.6   24.7   24.6   3.97   8.85  0.50  0.12    78    69    45    11.2    11.1   3.97    13/   48
ARM      68.48  Mar+ 70       4.50    6.9   55.7    9.2   74.3  64.08  74.35  0.06  0.09    64    45    33     1.4    11.1  64.08     9/   64
LLY     634.57  Feb+ 585     56.75    1.2   18.5    1.2   18.5 577.92 641.60  0.09  0.01    89    85    44     0.7    11.1 577.92    41/   50
RIOT     11.29  Jan'25 4.5    7.65   19.0   18.9   19.0   18.9   3.74  12.00  0.67  0.06    85    81    48    11.1    11.1   3.74    -2/   45
RVMD     27.38  Jun  31       2.75   10.7   24.9   25.2   58.5  24.73  33.60  0.10  0.23    60    37    30     4.8    11.1  24.73     1/    3
SRPT    115.39  Apr  110     16.90   11.5   44.7   11.5   44.7  98.59 126.75  0.15  0.10    69    56    38     2.9    11.1  98.59    -5/   58
PGNY     38.34  May  40       3.30    9.1   27.2   13.7   41.0  35.14  43.15  0.08  0.13    66    42    29     3.7    11.1  35.14    12/    6
ARDX      8.78  Apr  9        1.25   15.1   58.5   17.3   67.2   7.63  10.10  0.13  0.15    64    47    36     2.9    11.1   7.63    -1/    2
PLCE     22.42  Jan'26 20     9.30   50.9   25.4   50.9   25.4  13.22  29.15  0.41  0.30    70    55    40    22.1    11.1  13.22     2/   47
GE      127.97  Jan+ 120      8.90    0.7   23.9    0.7   23.9 119.17 128.75  0.07  0.01    89    86    46     0.3    11.1 119.17    72/   36
SVIX     37.84  May  39       4.60   13.5   40.4   16.8   50.3  33.34  43.45  0.12  0.15    65    46    34     3.7    11.1  33.34    24/   16
OPRA     11.25  Jan'25 10     3.50   26.8   26.6   26.8   26.6   7.85  13.35  0.30  0.19    73    58    39    11.2    11.1   7.85    15/   25
Symb     Stk    Opt  StrkMn   Call   RIUC  ARIUC   RIEC  ARIEC   DBEC   UBEC  %DBE  %UBE PrDBE PrRIE PrUBE    ERTN  AERTNC   Invt    IVF  iv%
COIN    133.88  Feb+ 128     11.85    4.8  102.3    4.8  102.3 122.13 139.70  0.09  0.04    70    60    40     0.5    11.1 122.13   -10/   40
SVIX     37.84  Jun  32       9.30   11.6   26.9   11.6   26.9  28.64  41.15  0.24  0.09    77    67    41     4.8    11.1  28.64    36/   16
TDS      18.44  May  17.5     3.60   16.8   50.3   16.8   50.3  14.94  20.95  0.19  0.14    68    55    39     3.7    11.1  14.94    -1/   88
DPST     81.02  Feb+ 70      15.10    6.0   57.2    6.0   57.2  66.02  84.95  0.19  0.05    76    69    44     1.2    11.1  66.02     5/   51
ANF      98.89  May  90      17.40   10.2   30.7   10.2   30.7  81.59 107.25  0.17  0.08    74    62    39     3.7    11.1  81.59    16/    8
CMG    2289.97  Mar+ 2245   120.70    3.5   28.3    3.5   28.32169.372365.55  0.05  0.03    75    60    35     1.4    11.12169.37    51/   32
ESTC    116.58  Jun  130      9.80    9.1   21.1   21.6   50.2 106.88 139.65  0.08  0.20    61    36    27     4.8    11.1 106.88    15/   11
EYPT     22.76  Jan'25 22.5   7.00   41.6   41.3   41.6   41.3  15.86  29.35  0.30  0.29    64    50    40    11.1    11.1  15.86   -22/   44
RBLX     39.35  Jun  42.5     4.55   12.8   29.6   21.6   50.3  34.90  46.90  0.11  0.19    63    42    32     4.8    11.1  34.90    17/   23
SCO      20.59  Apr  22       2.00   10.2   39.5   17.4   67.7  18.69  23.85  0.09  0.16    62    42    32     2.9    11.1  18.69     6/   24
NET      78.45  Jun  75      13.25   14.8   34.4   14.8   34.4  65.30  88.10  0.17  0.12    70    55    37     4.8    11.1  65.30    19/   11
ALGN    267.46  May  280     27.60   11.5   34.3   16.7   49.9 239.96 307.45  0.10  0.15    64    44    32     3.7    11.1 239.96    16/   65
CVNA     42.29  Feb  30      12.90    1.6   18.4    1.6   18.4  29.49  42.75  0.30  0.01    94    93    48     0.9    11.1  29.49    22/   20
VRT      49.96  Mar+ 43       8.30    2.8   23.1    2.8   23.1  41.76  51.15  0.16  0.02    85    81    45     1.4    11.1  41.76    41/   30
SMCI    326.31  May  280     76.40   12.0   35.8   12.0   35.8 250.01 356.25  0.23  0.09    74    64    42     3.7    11.1 250.01    12/   68
CMG    2289.97  Mar+ 2335    73.70    3.3   26.9    5.4   43.42216.372408.55  0.03  0.05    65    41    27     1.4    11.12216.37    45/   32
AMR     358.71  May  390     30.60    9.3   27.8   18.8   56.3 328.21 420.45  0.09  0.17    62    39    30     3.7    11.1 328.21     4/   24
CMG    2289.97  Mar+ 2240   123.80    3.4   27.6    3.4   27.62166.272363.65  0.05  0.03    75    61    35     1.4    11.12166.27    52/   32
S        24.80  Jun  25       3.50   15.9   36.9   16.6   38.6  21.40  28.35  0.14  0.14    67    49    34     4.8    11.1  21.40    14/    3
CELH     59.97  Apr  55       9.65    9.0   34.9    9.0   34.9  50.42  64.50  0.16  0.08    73    62    40     2.9    11.1  50.42    12/   17
NFLX    481.24  Feb+ 455     37.00    2.4   51.3    2.4   51.3 444.34 491.85  0.08  0.02    76    69    42     0.5    11.1 444.34    67/   61
AMBA     55.00  Aug  65       5.10   10.0   17.1   29.9   51.2  50.00  69.95  0.09  0.27    60    33    26     6.5    11.1  50.00    12/   12
VSCO     23.30  Jan'25 25     5.20   28.0   27.9   37.1   36.9  18.20  30.05  0.22  0.29    65    46    35    11.1    11.1  18.20     6/   33
CMG    2289.97  Mar+ 2345    69.40    3.1   25.3    5.6   45.42220.672414.25  0.03  0.05    65    39    26     1.4    11.12220.67    44/   32
Symb     Stk    Opt  StrkMn   Call   RIUC  ARIUC   RIEC  ARIEC   DBEC   UBEC  %DBE  %UBE PrDBE PrRIE PrUBE    ERTN  AERTNC   Invt    IVF  iv%
AVDL     14.88  Jan'26 15     5.30   53.7   26.8   54.4   27.2   9.68  20.15  0.35  0.35    68    50    37    22.3    11.1   9.68     3/    3
KOLD     84.13  May  78      19.60   20.6   61.7   20.6   61.7  64.63  97.45  0.23  0.16    66    55    41     3.7    11.1  64.63   -18/   30
SPOT    203.35  Mar+ 210      9.95    5.1   41.3    8.5   69.0 193.50 219.80  0.05  0.08    63    42    31     1.4    11.1 193.50    28/   20
VSCO     23.30  Dec'25 25     7.50   46.5   24.2   56.9   29.6  15.90  32.35  0.32  0.39    66    47    36    21.5    11.1  15.90     8/   33
JNUG     28.21  Mar+ 29       2.25    8.3   66.9   11.1   90.0  26.06  31.10  0.08  0.10    63    45    34     1.4    11.1  26.06     0/   28
CMG    2289.97  Mar+ 2340    71.60    3.2   26.1    5.5   44.42218.472411.45  0.03  0.05    65    40    26     1.4    11.12218.47    44/   32
DDOG    123.79  Feb  105     20.45    1.5   17.2    1.5   17.2 103.44 125.30  0.16  0.01    92    90    46     0.9    11.1 103.44    63/   12
