COVERED CALL WRITES: MARGIN

NOTE: It is possible to have zero or negative investment
      in a margin covered write.  Where that happens, the
      returns are arbitrarily set to 999%
      ALSO, it should be noted that stocks selling for
      less than $5 per share may not be marginable.

Column Headings:
  Symb:    underlying symbol
  Stk:     closing price of underlying
  Opt:     option base symbol
  StrkMn   strike (numeric) and Month (alpha) of written option
  Call:    bid price of call being sold
  RIUM:    Raw Return, if unchanged, margin
  ARIUM:   Annualized Return, if unchanged, margin
  RIEM:    Raw Return, if exercised, margin
  ARIEM:   Annualized Return, if exercised, margin
  DBEM:    Downside breakeven point, margin
  UBEM:    UPSIDE breakeven point, margin
            i.e., the point above which stock outperforms covered write
  %DBE:    Percent distance from Stk price down to DBEC
  %UBE:    Percent distance from Stk price UP to UBEC
  PrDBE:   Prob. of CLOSING above DBE at expiration
  PrRIE:   Prob. of CLOSING above Striking Price at expiration
            i.e., Prob. of stock being called away
  PrUBE:   Prob. of CLOSING above UBE at expiration
  ERTN:    Raw EXPECTED Return, margin
  AERTNM:  Annualized EXPECTED Return, margin
  Invt:    Investment for margin covered write
  IVF:     Implied Volatility Factor
           = 100*(IV this option/avg IV for this stock - 1)
           => large positive numbers are most expensive options
  Mgnint:  Margin interest paid (rate = T-Bill rate + 3%)
  Debit:   Debit balance (amount borrowed from broker)
NOTE: all returns and investment assume 5 cent commission on stock & option

  While we endeavor to make our data reliable, errors are always possible.
  Therefore, make sure you check the actual price of the option with a price
    quotation system or with your broker before actually entering an order.
  If the returns from the covered write look "too good," be suspicous.
  It is likely, in that case, that some data is in error.
  McMillan Analysis Corp. is not responsible for errors in this data,
    nor is it liable for losses incurred due to errors in this report.
  Accuracy and completeness are not guaranteed.

Symb     Stk    Opt  StrkMn   Call   RIUM  ARIUM   RIEM  ARIEM   DBEM   UBEM  %DBE  %UBE PrDBE PrRIE PrUBE    ERTN  AERTNM   Invt   IVF  Mgnint  Debit
TSCO    224.27  Jan'25 170   62.80    6.5    6.4    6.5    6.4 158.15 229.23  0.29  0.02    89    84    47     2.4     2.4  76.55    27   3.42  85.03
SBUX     92.70  Feb+ 87       6.70    1.8   38.8    1.8   38.8  86.02  93.47  0.07  0.01    89    85    45     1.0    20.9  42.57    80   0.08  43.53
WING    271.70  Jan'25 185  101.10   13.5   13.4   13.5   13.4 166.98 282.23  0.39  0.04    89    84    46     7.5     7.5  78.18    50   3.72  92.53
SMH     175.70  May  152     28.85    5.6   16.8    5.6   16.8 145.93 179.68  0.17  0.02    89    83    44     3.2     9.5  70.92    43   1.02  76.03
LMT     457.84  Feb+ 425     36.80    1.4   13.5    1.4   13.5 420.25 460.76  0.08  0.01    89    86    46     0.5     5.0 208.62    75   0.89 212.52
IWF     305.14  Aug  259.8   53.80    4.4    7.5    4.4    7.5 248.41 310.46  0.19  0.02    89    84    46     1.9     3.3 121.50    62   3.03 129.94
MSCI    542.47  Dec  420    144.00    7.2    7.8    7.2    7.8 390.77 556.05  0.28  0.03    89    83    46     2.9     3.1 188.54    46   7.80 210.02
TRV     196.71  Feb  185     13.30    1.2   14.6    1.2   14.6 183.20 197.84  0.07  0.01    89    85    46     0.5     5.3  90.99    43   0.31  92.53
WYNN     94.56  Feb+ 85      10.40    1.4   21.1    1.4   21.1  84.15  95.14  0.11  0.01    89    87    47     0.4     6.1  41.73    55   0.11  42.53
CDNS    277.56  Aug  215     70.50    5.3    9.1    5.3    9.1 204.65 282.84  0.26  0.02    89    85    47     2.1     3.6  99.63    48   2.51 107.53
HCC      61.27  Dec  40      24.50   13.9   14.9   13.9   14.9  36.13  63.61  0.41  0.04    89    84    47     7.4     7.9  16.85    34   0.74  20.02
JBHT    190.94  Aug  155     42.00    5.7    9.8    5.7    9.8 147.23 195.04  0.23  0.02    89    84    46     2.5     4.3  71.51    22   1.81  77.53
CROX    100.73  Jun  75      29.80    9.8   22.7    9.8   22.7  70.38 104.00  0.30  0.03    89    85    46     5.7    13.3  33.51    29   0.65  37.53
OLN      51.22  Jan'25 35    18.30    7.9    7.9    7.9    7.9  32.32  52.45  0.37  0.02    89    84    47     2.8     2.8  15.50    25   0.70  17.52
ARGX    378.13  Dec  260    136.50   12.0   12.9   12.0   12.9 236.90 391.52  0.37  0.04    89    84    46     6.4     6.9 111.71    17   4.83 130.02
CARG     22.85  Aug  16       7.80    8.6   14.7    8.6   14.7  14.96  23.46  0.35  0.03    89    85    47     3.9     6.7   7.13    33   0.19   8.02
XBI      89.06  Feb+ 81       8.80    1.2   18.5    1.2   18.5  80.25  89.54  0.10  0.01    89    87    47     0.3     3.8  39.83    53   0.11  40.53
SQ       65.16  Jun  47.5    20.40   10.3   24.0   10.3   24.0  44.45  67.34  0.32  0.03    89    85    46     6.1    14.1  21.09    35   0.41  23.77
ENVX     10.47  Jan'26 3      8.05   30.9   15.4   30.9   15.4   2.40  10.78  0.77  0.03    89    85    49    15.3     7.6   1.00    39   0.12   1.52
Symb     Stk    Opt  StrkMn   Call   RIUM  ARIUM   RIEM  ARIEM   DBEM   UBEM  %DBE  %UBE PrDBE PrRIE PrUBE    ERTN  AERTNM   Invt   IVF  Mgnint  Debit
CROX    100.73  Sep  70      36.10   14.4   21.1   14.4   21.1  63.78 105.00  0.37  0.04    89    84    45     9.0    13.2  29.71    31   0.95  35.03
TSCO    224.27  Jun  185     44.30    3.8    8.7    3.8    8.7 178.48 227.56  0.20  0.01    89    85    47     1.4     3.3  87.55    25   1.59  92.53
AMKR     30.60  Jun  23       8.50    5.2   12.0    5.2   12.0  22.00  31.15  0.28  0.02    89    85    47     1.8     4.3  10.68    26   0.20  11.52
Z        52.46  Feb  45       8.15    2.1   24.9    2.1   24.9  44.33  52.92  0.15  0.01    89    87    47     0.7     8.1  21.89    23   0.08  22.52
MA      428.35  Jun  380     61.20    5.3   12.4    5.3   12.4 363.98 437.78  0.15  0.02    89    81    44     2.9     6.7 177.23    59   3.27 190.02
SRCL     47.87  May  40       9.40    6.0   17.9    6.0   17.9  38.30  48.98  0.20  0.02    89    84    45     3.3    10.0  18.55    31   0.27  20.02
BLK     791.38  Jul  690    121.30    3.9    7.8    3.9    7.8 663.18 804.15  0.16  0.02    89    82    46     1.5     3.0 325.16    15   7.00 345.02
OLLI     74.45  Jan'25 52.5  26.80   17.0   16.9   17.0   16.9  46.69  78.09  0.37  0.05    89    82    45    10.1    10.1  21.47    41   1.06  26.27
WCC     169.48  Apr  135     37.30    3.0   11.8    3.0   11.8 131.58 171.45  0.22  0.01    89    87    48     0.7     2.9  64.75    29   0.70  67.53
ADSK    241.50  Apr  210     37.70    5.0   19.5    5.0   19.5 202.82 246.47  0.16  0.02    89    83    44     2.8    10.8  98.88    39   1.08 105.03
FNGS     37.79  Jun  32       6.80    3.9    9.0    3.9    9.0  30.81  38.37  0.18  0.02    89    84    46     1.5     3.4  15.07    28   0.28  16.02
MSFT    390.27  Apr  340     57.50    3.3   12.7    3.3   12.7 331.12 395.60  0.15  0.01    89    85    46     1.6     6.2 162.85    51   1.75 170.02
OLLI     74.45  Jun  57.5    19.60    7.7   17.8    7.7   17.8  54.45  76.45  0.27  0.03    89    85    46     4.3     9.9  26.17    39   0.50  28.77
IDXX    520.00  Apr  430     98.30    2.9   11.1    2.9   11.1 419.58 525.93  0.19  0.01    89    86    47     0.8     2.9 206.78    47   2.22 215.02
CDW     220.72  Jun  190     35.40    3.2    7.4    3.2    7.4 183.79 223.62  0.17  0.01    89    84    47     1.0     2.4  90.39    39   1.63  95.03
OLLI     74.45  Aug  55      22.30    8.3   14.3    8.3   14.3  51.61  76.51  0.31  0.03    89    85    46     4.4     7.6  24.72    47   0.64  27.52
BBIO     37.58  May  25      14.00    9.9   29.6    9.9   29.6  23.51  38.68  0.37  0.03    89    86    47     5.4    16.1  11.16    24   0.17  12.52
PHM     104.12  Feb  92.5    12.70    1.7   20.1    1.7   20.1  91.36 104.89  0.12  0.01    89    87    47     0.5     6.2  45.25    27   0.16  46.28
SKX      62.87  Feb  55       8.60    1.8   21.3    1.8   21.3  54.28  63.36  0.14  0.01    89    87    47     0.5     6.3  26.84    40   0.09  27.52
FDX     245.04  Feb+ 235     11.40    0.9   18.3    0.9   18.3 233.52 246.03  0.05  0.00    89    85    46     0.3     7.5 116.21     4   0.22 117.53
PVH     118.98  Jun  95      28.80    9.0   20.9    9.0   20.9  89.46 122.83  0.25  0.03    89    84    44     5.5    12.8  42.76    40   0.82  47.53
CEG     111.81  Aug  90      25.90    7.0   12.1    7.0   12.1  84.96 114.70  0.24  0.03    89    83    46     3.4     5.8  40.98    33   1.05  45.03
SRAD     11.07  Aug  7.5      4.00    5.7    9.7    5.7    9.7   7.08  11.26  0.36  0.02    89    86    48     1.5     2.6   3.39    60   0.09   3.78
CEG     111.81  Jul  90      25.30    5.8   11.5    5.8   11.5  85.70 114.24  0.23  0.02    89    85    46     2.9     5.7  41.58    40   0.91  45.03
Symb     Stk    Opt  StrkMn   Call   RIUM  ARIUM   RIEM  ARIEM   DBEM   UBEM  %DBE  %UBE PrDBE PrRIE PrUBE    ERTN  AERTNM   Invt   IVF  Mgnint  Debit
COST    681.49  Feb  645     40.95    1.0   11.9    1.0   11.9 639.54 684.70  0.06  0.00    89    85    46     0.3     3.9 318.11    17   1.10 322.52
NFLX    481.24  Feb+ 425     60.00    1.5   33.0    1.5   33.0 420.94 484.45  0.13  0.01    89    87    48     0.3     6.9 208.82    79   0.40 212.52
OLLI     74.45  Jan'26 45    34.00   14.4    7.2   14.4    7.2  38.75  77.05  0.48  0.03    89    82    47     5.4     2.7  18.02    43   1.80  22.52
OLLI     74.45  Jan'26 47.5  34.10   30.6   15.3   30.6   15.3  38.55  79.55  0.48  0.07    89    80    45    18.2     9.1  16.67    48   1.90  23.77
FNGS     37.79  Jan'25 30     9.70    8.8    8.7    8.8    8.7  27.59  38.95  0.27  0.03    89    82    45     4.3     4.2  13.17    40   0.60  15.02
WSC      42.84  Jan'25 32.5  12.90   12.8   12.7   12.8   12.7  29.39  44.60  0.31  0.04    89    81    45     7.0     6.9  13.77    41   0.65  16.27
W        51.74  Jun  30      23.60   11.0   25.5   11.0   25.5  27.98  53.19  0.46  0.03    89    86    48     5.1    11.9  13.22    24   0.26  15.02
NCLH     17.25  Jun  12       5.85    6.3   14.7    6.3   14.7  11.40  17.60  0.34  0.02    89    86    48     2.5     5.8   5.47    29   0.10   6.03
NCLH     17.25  May  12.5     5.30    5.5   16.4    5.5   16.4  11.97  17.57  0.31  0.02    89    86    48     2.1     6.4   5.77    30   0.08   6.28
ACN     354.56  Jun  320     45.50    5.4   12.5    5.4   12.5 306.41 362.60  0.14  0.02    89    81    42     3.2     7.4 149.14    42   2.75 160.02
BZH      31.30  May  22      10.10    4.9   14.6    4.9   14.6  21.15  31.80  0.32  0.02    89    87    48     1.4     4.1  10.27    34   0.15  11.02
LMT     457.84  Feb+ 435     25.70    1.1   23.0    1.1   23.0 431.83 460.14  0.06  0.01    89    86    46     0.5    11.0 214.71    75   0.41 217.52
CAR     159.33  Dec'25 85    88.00   35.4   18.4   35.4   18.4  68.15 169.57  0.57  0.06    89    82    46    22.7    11.8  28.91    45   3.28  42.53
GDDY    104.90  Feb+ 95      10.90    1.4   13.4    1.4   13.4  93.90 105.55  0.10  0.01    89    87    47     0.4     3.9  46.58    33   0.20  47.53
ROKU     84.79  Feb  70      16.70    4.9   58.3    4.9   58.3  68.07  86.43  0.20  0.02    89    86    46     2.8    32.5  33.16    46   0.12  35.03
IOT      33.63  Jul  22.5    12.80   13.4   26.4   13.4   26.4  20.70  34.92  0.38  0.04    89    84    46     7.7    15.3   9.66    25   0.23  11.27
PSTG     36.12  Jan'25 25    13.50   16.9   16.8   16.9   16.8  22.22  37.85  0.38  0.05    89    82    45     9.8     9.7  10.19    44   0.50  12.52
XBI      89.06  Feb+ 82       7.65    0.9   19.3    0.9   19.3  81.43  89.42  0.09  0.00    89    88    48     0.1     3.2  40.48    21   0.08  41.03
DBX      31.33  Jun  25       7.20    4.3   10.0    4.3   10.0  24.01  31.83  0.23  0.02    89    85    47     1.5     3.4  11.71    42   0.22  12.52
MRNA    102.16  Mar  80      24.15    4.2   25.7    4.2   25.7  77.85 103.74  0.24  0.02    89    87    47     1.8    11.1  38.09    15   0.26  40.03
CTAS    588.57  May  540     62.10    3.8   11.4    3.8   11.4 522.96 598.34  0.11  0.02    89    81    43     2.0     6.0 256.55    44   3.61 270.02
SRE      74.46  Jul  65      11.30    3.4    6.6    3.4    6.6  62.60  75.49  0.16  0.01    89    83    46     1.1     2.3  30.73    53   0.66  32.53
WYNN     94.56  Sep  70      28.00    7.4   10.9    7.4   10.9  65.71  96.90  0.31  0.02    89    84    47     3.2     4.7  31.63    37   0.95  35.03
OXY      56.62  Mar  50       7.40    1.9   11.9    1.9   11.9  49.16  57.09  0.13  0.01    89    86    47     0.5     3.1  24.30    36   0.16  25.02
Symb     Stk    Opt  StrkMn   Call   RIUM  ARIUM   RIEM  ARIEM   DBEM   UBEM  %DBE  %UBE PrDBE PrRIE PrUBE    ERTN  AERTNM   Invt   IVF  Mgnint  Debit
ADSK    241.50  Jul  200     51.80    9.0   17.8    9.0   17.8 187.77 249.62  0.22  0.03    89    82    44     5.6    11.0  89.78    58   2.03 100.03
IOT      33.63  Apr  25       9.80    7.8   30.3    7.8   30.3  23.80  34.52  0.29  0.03    89    85    46     4.1    16.1  11.41    26   0.13  12.52
CTAS    588.57  Aug  530     80.90    6.6   11.3    6.6   11.3 501.58 604.56  0.15  0.03    89    79    42     3.8     6.5 242.75    52   6.19 265.02
TSCO    224.27  Feb+ 210     16.00    1.3   28.8    1.3   28.8 208.17 225.65  0.07  0.01    89    86    46     0.6    13.4 103.35    47   0.20 105.03
MSM      95.88  Jun  85      13.00    3.1    7.1    3.1    7.1  82.25  97.12  0.14  0.01    89    83    46     1.0     2.4  40.45    18   0.73  42.53
CROX    100.73  Mar+ 85      17.60    3.7   30.1    3.7   30.1  83.02 102.24  0.18  0.01    89    86    46     1.9    15.2  40.71    29   0.21  42.53
NOW     727.56  Feb+ 645     87.80    1.3   20.3    1.3   20.3 639.01 731.80  0.12  0.01    89    87    48     0.2     2.5 317.33    56   0.85 322.52
STLD    111.60  Feb  100     12.80    1.8   21.2    1.8   21.2  98.73 112.48  0.12  0.01    89    87    47     0.7     8.0  48.87    30   0.17  50.03
AMAT    153.76  May  125     32.90    5.4   16.1    5.4   16.1 120.12 156.91  0.22  0.02    89    85    46     2.8     8.5  58.43    35   0.84  62.53
TT      245.52  Dec  195     62.70    9.8   10.6    9.8   10.6 179.30 253.93  0.27  0.03    89    82    45     5.3     5.7  85.40    43   3.62  97.53
AMR     358.71  Jan'26 180  206.50   32.8   16.4   32.8   16.4 145.10 379.14  0.60  0.06    89    82    47    19.7     9.8  62.28    26   7.21  90.03
FSLR    149.10  Sep  100     56.50   13.8   20.3   13.8   20.3  91.34 154.99  0.39  0.04    89    84    46     8.2    12.1  42.68    32   1.36  50.03
IEX     205.77  Jul  170     40.80    3.9    7.8    3.9    7.8 163.35 208.93  0.21  0.02    89    85    47     1.5     2.9  80.05    34   1.72  85.03
CRUS     78.11  Jun  60      20.60    6.6   15.4    6.6   15.4  57.09  79.93  0.27  0.02    89    85    46     3.1     7.3  27.59    68   0.52  30.02
PYPL     58.45  Feb+ 52       7.40    2.9   44.3    2.9   44.3  51.08  59.18  0.13  0.01    89    85    46     1.5    22.3  25.13    60   0.07  26.02
IEO      89.01  Mar  79      11.10    1.8   11.0    1.8   11.0  77.75  89.69  0.13  0.01    89    86    47     0.5     3.1  38.49    42   0.26  39.53
MLM     495.83  Jul  410     97.90    4.0    7.9    4.0    7.9 393.87 503.59  0.21  0.02    89    85    47     1.6     3.1 193.00    42   4.16 205.02
RICK     62.69  Aug  45      20.10    8.6   14.7    8.6   14.7  42.16  64.42  0.33  0.03    89    84    47     4.0     6.9  20.16    34   0.53  22.52
FI      137.00  Mar+ 127     11.60    1.8   14.9    1.8   14.9 125.19 138.14  0.09  0.01    89    85    46     0.8     6.5  61.97    34   0.31  63.53
MA      428.35  Feb+ 400     32.30    1.5   14.5    1.5   14.5 395.32 431.32  0.08  0.01    89    85    46     0.6     5.9 196.13    42   0.83 200.02
PYPL     58.45  Feb+ 50       9.35    2.7   25.7    2.7   25.7  49.10  59.10  0.16  0.01    89    87    47     1.1    10.4  24.18    40   0.10  25.02
SNX     103.67  Jun  90      16.30    4.0    9.3    4.0    9.3  86.70 105.38  0.16  0.02    89    83    46     1.8     4.2  42.44    11   0.77  45.03
JLL     171.49  Jun  135     40.60    4.4   10.3    4.4   10.3 129.83 174.29  0.24  0.02    89    85    47     1.4     3.3  63.47    30   1.16  67.53
WDAY    280.89  Jan'25 220   81.70   18.2   18.1   18.2   18.1 194.86 297.12  0.31  0.06    89    79    43    11.5    11.4  89.27    58   4.43 110.03
Symb     Stk    Opt  StrkMn   Call   RIUM  ARIUM   RIEM  ARIEM   DBEM   UBEM  %DBE  %UBE PrDBE PrRIE PrUBE    ERTN  AERTNM   Invt   IVF  Mgnint  Debit
DIA     373.66  Apr  355     24.15    2.0    7.9    2.0    7.9 347.78 377.17  0.07  0.01    89    81    44     1.0     3.7 172.09    60   1.83 177.52
JBL     125.41  Jun  105     24.40    6.0   14.1    6.0   14.1 100.21 128.35  0.20  0.02    89    83    45     3.3     7.6  48.59    36   0.90  52.53
CDNS    277.56  Jan'26 190  110.70   21.4   10.7   21.4   10.7 159.35 292.94  0.43  0.06    89    80    45    11.4     5.7  71.93    55   7.61  95.03
ADBE    597.68  Mar  530     77.80    3.2   20.0    3.2   20.0 518.27 605.94  0.13  0.01    89    85    45     1.8    10.9 254.96    37   1.71 265.02
MSFT    390.27  Mar  350     45.55    2.4   14.6    2.4   14.6 343.69 394.27  0.12  0.01    89    85    46     1.0     6.3 169.80    48   1.13 175.02
FAS      80.05  Feb+ 72       8.90    1.8   38.6    1.8   38.6  71.18  80.68  0.11  0.01    89    86    47     0.7    14.6  35.23    53   0.07  36.03
TSM     101.67  Feb+ 90      12.80    1.8   17.3    1.8   17.3  88.78 102.46  0.13  0.01    89    87    47     0.6     5.3  43.94    18   0.19  45.03
XES      77.58  Jun  60      19.60    4.8   11.2    4.8   11.2  57.56  78.93  0.26  0.02    89    85    47     1.7     4.0  28.06    34   0.52  30.02
UNFI     14.87  Jun  10       5.40    6.5   15.0    6.5   15.0   9.48  15.16  0.36  0.02    89    86    48     2.1     4.9   4.54    63   0.09   5.03
WSM     203.00  Jan'26 140   77.10   14.9    7.4   14.9    7.4 120.39 211.34  0.41  0.04    89    80    46     6.3     3.2  55.97    26   5.61  70.03
TTWO    161.88  Feb+ 145     18.75    2.0   19.3    2.0   19.3 142.93 163.30  0.12  0.01    89    86    47     0.7     7.0  70.71    43   0.30  72.53
ZS      232.18  Mar  200     38.75    6.2   38.2    6.2   38.2 192.88 237.95  0.17  0.02    89    83    44     3.8    23.5  93.50    40   0.65 100.03
PZZA     73.01  Apr  60      14.20    2.5    9.8    2.5    9.8  58.60  73.74  0.20  0.01    89    87    48     0.6     2.2  28.89    20   0.31  30.02
EFX     246.45  Jul  195     58.60    5.6   11.0    5.6   11.0 185.97 251.47  0.25  0.02    89    85    46     2.6     5.2  90.42    38   1.98  97.53
LNG     163.83  Nov  135     37.40   10.5   12.6   10.5   12.6 124.28 170.00  0.24  0.04    89    80    44     5.8     7.0  59.00    47   2.25  67.53
FDX     245.04  Feb+ 230     17.05    1.2   11.7    1.2   11.7 227.61 246.42  0.07  0.01    89    86    46     0.5     4.7 113.06    13   0.48 115.03
FRPT     85.60  Mar  70      17.00    3.0   18.8    3.0   18.8  68.47  86.62  0.20  0.01    89    87    47     1.0     6.2  33.67    43   0.23  35.03
LOW     220.43  Sep  190     39.15    6.9   10.2    6.9   10.2 178.80 226.42  0.19  0.03    89    81    44     3.6     5.3  86.35    39   2.58  95.03
SKX      62.87  Aug  45      19.70    5.6    9.5    5.6    9.5  42.74  64.02  0.32  0.02    89    86    48     1.9     3.3  20.74    60   0.53  22.52
CPRT     47.90  Dec  40      10.90   12.3   13.3   12.3   13.3  36.36  50.01  0.24  0.04    89    79    42     7.4     7.9  17.08    43   0.74  20.02
CPRT     47.90  Jan'25 40    11.10   13.3   13.2   13.3   13.2  36.09  50.14  0.25  0.05    89    78    42     7.8     7.8  16.88    44   0.81  20.02
RNR     209.20  Jul  160     54.10    4.2    8.2    4.2    8.2 153.58 212.33  0.27  0.01    89    86    48     1.1     2.1  75.17    29   1.62  80.03
LNG     163.83  Sep  135     35.70    8.0   11.8    8.0   11.8 126.39 168.71  0.23  0.03    89    82    44     4.6     6.7  60.70    45   1.84  67.53
UPWK     14.69  Jan'25 7.5    7.90   13.1   13.0   13.1   13.0   6.74  15.10  0.54  0.03    89    85    48     5.3     5.3   3.11    29   0.15   3.78
Symb     Stk    Opt  StrkMn   Call   RIUM  ARIUM   RIEM  ARIEM   DBEM   UBEM  %DBE  %UBE PrDBE PrRIE PrUBE    ERTN  AERTNM   Invt   IVF  Mgnint  Debit
MA      428.35  Feb+ 405     26.30    1.1   17.3    1.1   17.3 401.62 430.62  0.06  0.01    89    86    46     0.5     7.1 199.63    52   0.53 202.52
TQQQ     50.31  Jun  36      16.30    9.5   22.1    9.5   22.1  33.80  51.84  0.33  0.03    89    85    46     5.2    12.1  16.09    46   0.31  18.02
JKS      29.73  Mar  22.5     7.90    4.2   26.0    4.2   26.0  21.86  30.18  0.26  0.02    89    87    48     1.4     8.5  10.65    27   0.07  11.27
RJF     109.31  Feb  100     10.30    1.4   16.1    1.4   16.1  98.94 109.98  0.09  0.01    89    86    47     0.4     4.4  49.08    61   0.17  50.03
MSFT    390.27  Jun  330     71.50    5.4   12.5    5.4   12.5 316.03 398.51  0.19  0.02    89    84    45     2.9     6.6 153.85    60   2.84 165.02
CAR     159.33  Aug  110     56.90   12.9   22.1   12.9   22.1 101.25 165.47  0.36  0.04    89    84    46     7.4    12.7  47.50    43   1.28  55.03
HELE    117.40  Jul  90      32.70   10.7   21.0   10.7   21.0  83.89 121.64  0.29  0.04    89    83    45     6.2    12.3  39.77    19   0.91  45.03
OTIS     86.66  Jan'25 70    20.10    5.9    5.9    5.9    5.9  65.25  88.54  0.25  0.02    89    82    46     2.0     2.0  31.64    39   1.41  35.03
TTWO    161.88  Sep  125     43.85    9.2   13.6    9.2   13.6 116.43 167.00  0.28  0.03    89    84    45     5.2     7.7  55.61    68   1.70  62.53
HD      358.43  Aug  310     59.30    4.9    8.4    4.9    8.4 295.61 365.53  0.18  0.02    89    82    45     2.3     4.0 144.21    39   3.62 155.02
LOW     220.43  Jun  195     32.00    5.2   12.1    5.2   12.1 186.85 225.17  0.15  0.02    89    81    44     2.8     6.4  91.00    38   1.68  97.53
MDGL    243.92  Mar  170     79.00    5.5   33.9    5.5   33.9 164.47 248.30  0.33  0.02    89    87    48     2.0    12.5  79.99    31   0.55  85.03
TTWO    161.88  Jun  130     36.10    4.8   11.3    4.8   11.3 124.76 164.83  0.23  0.02    89    85    47     2.2     5.0  60.86    49   1.12  65.03
IRTC    110.39  Aug  70      45.20   12.7   21.8   12.7   21.8  64.47 114.23  0.42  0.03    89    85    47     6.7    11.5  30.26    34   0.82  35.03
WING    271.70  Jan'26 165  128.60   25.0   12.5   25.0   12.5 136.59 286.84  0.50  0.06    89    82    46    14.6     7.3  60.68    50   6.61  82.53
TRV     196.71  Dec  165     39.30    5.8    6.3    5.8    6.3 154.44 201.08  0.21  0.02    89    82    46     2.4     2.6  74.99    31   3.07  82.53
CSTM     18.12  May  14       4.60    3.6   10.7    3.6   10.7  13.53  18.36  0.25  0.01    89    87    48     0.9     2.8   6.60    37   0.09   7.03
AVGO   1114.96  Feb+ 1035    86.30    1.0   21.9    1.0   21.91027.801120.19  0.08  0.00    89    87    47     0.3     7.1 511.23    35   0.96 517.53
FNV     109.49  Jul  85      27.30    4.5    8.9    4.5    8.9  81.43 111.29  0.26  0.02    89    86    47     1.6     3.1  39.76    26   0.86  42.53
XBI      89.06  Feb  80       9.95    1.5   18.1    1.5   18.1  79.07  89.66  0.11  0.01    89    87    47     0.4     5.1  39.18    21   0.14  40.03
EPAM    300.17  Jun  230     78.00    5.3   12.4    5.3   12.4 220.29 305.87  0.27  0.02    89    85    47     2.0     4.7 107.25    44   1.98 115.03
VECO     29.80  Jul  22       8.80    6.2   12.3    6.2   12.3  20.88  30.43  0.30  0.02    89    85    47     2.5     5.0  10.08    79   0.22  11.02
ARGX    378.13  Aug  280    111.50    7.9   13.5    7.9   13.5 263.46 388.08  0.30  0.03    89    84    47     3.6     6.2 126.71    13   3.27 140.02
EPAM    300.17  Apr  240     64.80    2.8   10.9    2.8   10.9 234.23 303.41  0.22  0.01    89    87    48     0.7     2.7 115.45    46   1.24 120.03
Symb     Stk    Opt  StrkMn   Call   RIUM  ARIUM   RIEM  ARIEM   DBEM   UBEM  %DBE  %UBE PrDBE PrRIE PrUBE    ERTN  AERTNM   Invt   IVF  Mgnint  Debit
ROK     298.38  Jun  240     64.50    3.4    8.0    3.4    8.0 231.91 302.28  0.22  0.01    89    86    47     1.0     2.3 113.96    31   2.07 120.03
STM      43.55  Jan'25 30    15.70   10.8   10.7   10.8   10.7  27.35  44.95  0.37  0.03    89    84    47     5.1     5.0  12.93    41   0.60  15.02
CAVA     43.70  Feb+ 36       8.30    2.1   20.6    2.1   20.6  35.42  44.07  0.19  0.01    89    87    48     0.4     3.6  17.48    29   0.08  18.02
AMR     358.71  Jan'25 210  168.00   17.4   17.3   17.4   17.3 186.59 373.63  0.48  0.04    89    85    47    10.2    10.1  85.78    28   4.22 105.03
SMH     175.70  Feb+ 165     11.80    1.0   21.0    1.0   21.0 163.85 176.50  0.07  0.00    89    86    47     0.3     6.7  81.47    32   0.15  82.53
SHOP     81.32  May  60      23.55    6.0   18.0    6.0   18.0  57.47  83.00  0.29  0.02    89    86    47     2.5     7.5  27.85    39   0.40  30.02
MASI    120.10  Jun  90      33.50    5.9   13.8    5.9   13.8  85.93 122.58  0.28  0.02    89    85    47     2.6     5.9  41.67    22   0.77  45.03
CDNS    277.56  Jan'25 205   86.30   10.7   10.6   10.7   10.6 187.24 287.03  0.33  0.03    89    83    46     5.3     5.3  88.83    49   4.12 102.53
AMR     358.71  Jan'25 215  164.00   18.1   18.0   18.1   18.0 190.49 374.53  0.47  0.04    89    84    47    10.2    10.1  87.28    27   4.32 107.53
SBAC    238.01  Dec  185     63.20    8.0    8.6    8.0    8.6 171.47 244.61  0.28  0.03    89    83    46     3.7     3.9  82.38    33   3.44  92.53
BNTX     99.57  Jan'26 55    50.60   17.1    8.5   17.1    8.5  46.86 103.24  0.53  0.04    89    83    48     7.3     3.6  21.55    43   2.21  27.52
HUBS    565.62  Jun  420    161.50    6.2   14.5    6.2   14.5 400.61 577.74  0.29  0.02    89    86    47     2.8     6.5 194.20    38   3.61 210.02
CARR     55.85  Jan'25 42.5  16.20   10.0    9.9   10.0    9.9  38.89  57.69  0.30  0.03    89    82    46     4.7     4.7  18.47    47   0.86  21.27
BNTX     99.57  Jan'25 65    39.90   14.2   14.1   14.2   14.1  58.46 103.44  0.41  0.04    89    83    47     7.5     7.4  27.24    36   1.31  32.53
CARR     55.85  Dec  42.5    16.00    9.2    9.9    9.2    9.9  39.16  57.56  0.30  0.03    89    83    46     4.5     4.8  18.67    55   0.79  21.27
NOC     477.90  Jan+ 455     24.80    0.7   24.3    0.7   24.3 452.95 479.40  0.05  0.00    89    87    47     0.2     6.9 225.68    69   0.25 227.52
PTC     171.59  Feb  155     18.20    1.6   18.5    1.6   18.5 153.23 172.79  0.11  0.01    89    87    47     0.6     6.6  75.96    51   0.26  77.53
